,title,year,rating,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
29697,Levoton veri,1946,8.5,,0,0,0,1,0,0,0
29698,Levottomat,2000,6.3,,0,0,0,1,0,1,0
29699,Levottomat 3,2004,2.2,,0,0,0,1,0,1,0
29700,Levsha,1986,6.2,,0,0,1,1,0,0,0
29701,Lewis & Clark & George,1997,5.4,R,0,0,1,0,0,0,0
29702,"Lewis Mumford on the City, Part 3: The City and Its Region",1963,9,,0,0,0,0,1,0,1
29703,"Lex, the Wonder Dog",1973,8.7,,0,0,0,0,0,0,0
29704,"Ley de Herodes, La",1999,8.3,R,0,0,1,0,0,0,0
29705,"Ley de la frontera, La",1995,7.3,,0,0,0,0,0,0,0
29706,"Ley del deseo, La",1987,7.3,,0,0,1,1,0,1,0
29707,Leyenda de fuego,2001,6.2,,0,0,0,1,0,0,0
29708,"Leyenda de la doncella, La",1994,6.8,,0,0,0,0,0,0,0
29709,"Leyenda del viento del Norte, La",1992,4.5,,0,1,0,0,0,0,0
29710,Leylasede,1995,6.6,,0,0,0,1,0,0,0
29711,"Leyton, El",2002,7.1,,0,0,0,1,0,0,0
29712,Lez Be Friends,2000,3.9,,0,0,1,1,0,0,1
29713,Lezate divanegi,2003,6.8,,0,0,0,0,1,0,0
29714,Lezioni private,1975,3,,0,0,0,0,0,0,0
29715,Lhorn,2003,4.9,,0,0,0,0,0,0,0
29716,Li'l Abner,1940,4.7,,0,0,1,0,0,0,0
29717,Li'l Abner,1959,6.4,,0,0,1,0,0,0,0
29718,"Liaisons dangereuses, Les",1959,6.3,,0,0,0,1,0,0,0
29719,Liam,2000,6.9,R,0,0,0,1,0,0,0
29720,Lian ai de tian kong,1994,5.8,,0,0,1,0,0,0,0
29721,Lian ai feng jing,2003,6.3,,0,0,0,1,0,1,0
29722,Lian ai zhong de Bao Bei,2004,5.4,,0,0,0,0,0,0,0
29723,Lian'ai qiyi,2001,4.9,,0,0,0,0,0,0,0
29724,"Liane, die Tochter des Dschungels",1961,6,,0,0,0,0,0,0,0
29725,Liang Shan Ba yu Zhu Ying Tai,1963,6.7,,0,0,0,0,0,0,0
29726,Liang ge zhi neng huo yi ge,1997,7,,0,0,0,1,0,0,0
29727,Liang zhi lao hu,1985,3.3,,0,0,1,0,0,0,0
29728,Lianlian fengchen,1986,7.8,,0,0,0,1,0,1,0
29729,Lianna,1983,6.9,,0,0,0,1,0,0,0
29730,Liao zhai yan tan,1987,5.7,,0,0,0,1,0,0,0
29731,Liao zhai yan tan xu ji zhi wu tong shen,1991,4.8,,0,0,0,0,0,0,0
29732,Liar Liar,1997,6.5,PG-13,0,0,1,0,0,0,0
29733,Liar's Moon,1981,5.6,,0,0,0,1,0,0,0
29734,Liar's Poker,1999,4,R,0,0,0,0,0,0,0
29735,Liars Club,2001,6.1,R,0,0,1,0,0,1,0
29736,"Liars' Club, The",1993,5.1,,0,0,0,0,0,0,0
29737,"Libby, Montana",2004,9.1,,0,0,0,0,1,0,0
29738,Libel,1959,7.2,,0,0,0,1,0,0,0
29739,Libeled Lady,1936,7.8,,0,0,1,0,0,1,0
29740,Libera,1993,5.1,,0,0,1,0,0,0,0
29741,Libera me,1993,7.2,,0,0,0,0,0,0,0
29742,Libera me,2000,6.4,,1,0,0,1,0,0,0
29743,"Libera, amore mio...",1973,5.8,,0,0,0,1,0,0,0
29744,"Liberace of Baghdad, The",2005,8.4,,0,0,0,0,1,0,0
29745,Liberace: Behind the Music,1988,5,,0,0,0,1,0,0,0
29746,Liberata Me,2002,6.7,,0,0,0,1,0,0,1
29747,"Liberation of L.B. Jones, The",1970,6.4,,0,0,0,1,0,0,0
29748,Liberi,2003,5.5,,0,0,0,1,0,1,0
29749,Liberi armati pericolosi,1976,7.4,,0,0,0,0,0,0,0
29750,Libero,1973,4.4,,0,0,0,1,0,0,0
29751,Libero Burro,1999,5.2,,0,0,1,0,0,0,0
29752,"Libertad, La",2001,6.5,,0,0,0,1,0,0,0
29753,Libertarias,1996,7,,0,0,0,1,0,0,0
29754,"Libertin, Le",2000,6.1,,0,0,1,0,0,0,0
29755,Libertine,1986,7.4,,1,0,0,0,0,0,1
29756,"Libertine, The",2004,7.5,,0,0,0,1,0,0,0
29757,"Libertino, O",1973,5.6,,0,0,1,0,0,0,0
29758,Liberty,1929,8.3,,0,0,1,0,0,0,1
29759,Liberty & Bash,1990,2.3,,1,0,0,0,0,0,0
29760,Liberty Bound,2004,4.7,,0,0,0,0,1,0,0
29761,Liberty Heights,1999,7,,0,0,1,1,0,1,0
29762,Liberty Stands Still,2002,5.6,R,0,0,0,1,0,0,0
29763,Liberty belle,1983,6.1,,0,0,0,1,0,0,0
29764,Liberty in Restraint,2004,7,,0,0,0,0,1,0,0
29765,Libido,1973,3.6,,0,0,0,1,0,0,0
29766,Libiomfi,2003,5.5,,0,0,0,1,0,0,0
29767,Libre de culpas,1996,6.3,,0,0,0,0,0,0,0
29768,"Libro de piedra, El",1969,7.7,,0,0,0,1,0,0,0
29769,"Liceale nella classe dei ripetenti, La",1979,3,,0,0,1,0,0,0,0
29770,"Liceale seduce i professori, La",1979,3.1,,0,0,1,0,0,0,0
29771,"Liceale, La",1975,4,,0,0,1,0,0,0,0
29772,Licence to Kill,1989,6.2,,1,0,0,0,0,0,0
29773,License Exam,2004,7,,0,0,0,0,0,0,1
29774,License to Drive,1988,5.3,,0,0,1,0,0,0,0
29775,License to Thrill,1989,5,,0,0,0,0,0,0,0
29776,Licensed to Kill,1965,5.6,,0,0,1,0,0,0,0
29777,Licensed to Kill,1997,6.5,,0,0,0,0,1,0,0
29778,Lichter,2003,8,,0,0,0,1,0,0,0
29779,Lick the Star,1998,5.8,,0,0,0,1,0,0,1
29780,"Lickerish Quartet, The",1970,4.5,,0,0,0,1,0,0,0
29781,Lickety-Splat,1961,7.3,,0,1,1,0,0,0,1
29782,Lie Down with Dogs,1995,4.8,R,0,0,1,0,0,1,0
29783,Lie huo zhan che,1995,6.7,,0,0,0,0,0,0,0
29784,Lieb Vaterland magst ruhig sein,1976,5.3,,0,0,0,0,0,0,0
29785,Liebe '47,1949,8.8,,0,0,0,1,0,1,0
29786,Liebe auf den ersten Blick,1991,6.6,,0,0,0,0,0,1,0
29787,Liebe auf krummen Beinen,1959,3.2,,0,0,1,0,0,1,0
29788,"Liebe der Jeanne Ney, Die",1927,8.2,,0,0,0,1,0,0,0
29789,Liebe im Schatten des Drachen,1998,5.1,,0,0,0,0,0,0,0
29790,"Liebe in Deutschland, Eine",1983,7.2,,0,0,0,1,0,0,0
29791,Liebe in drei Dimensionen,1973,3,,0,0,1,0,0,0,0
29792,Liebe und Verlangen,2003,6.7,,0,0,0,1,0,1,0
29793,"Liebe, Tanz und 1000 Schlager",1955,4.8,,0,0,0,0,0,0,0
29794,Liebelei,1933,7.9,,0,0,0,1,0,1,0
29795,"Liebenden vom Hotel von Osman, Die",2001,8.6,,0,0,0,0,0,0,1
29796,Lieber Fidel - Maritas Geschichte,2000,7.1,,0,0,0,0,1,0,0
29797,Lieberman In Love,1995,7.1,,0,0,0,0,0,0,1
29798,LiebesLuder,2000,6.2,,0,0,1,0,0,0,0
29799,"Liebesbriefe einer portugiesischen Nonne, Die",1977,5.7,,0,0,0,1,0,0,0
29800,Liebesjagd durch 7 Betten,1973,5.2,,0,0,1,0,0,0,0
29801,"Liebeskarussell, Das",1965,4.4,,0,0,1,0,0,0,0
29802,Liebeskonzil,1982,3.8,,0,0,0,0,0,0,0
29803,Liebesmarkt,1973,1.6,,0,0,1,0,0,0,0
29804,"Liebesquelle, Die",1965,4,,0,0,1,0,0,0,0
29805,Liebestraum,1991,6,,0,0,0,0,0,0,0
29806,"Lied geht um die Welt, Ein",1933,5.1,,0,0,0,1,0,1,0
29807,Liefdesbekentenissen,1967,5.5,,0,0,0,1,0,1,0
29808,Liefje,2001,6.2,,0,0,0,0,0,0,0
29809,Liegen lernen,2003,6.9,,0,0,1,1,0,1,0
29810,"Liens du sang, Les",1978,5.7,,0,0,0,1,0,0,0
29811,Lies,1983,6.1,,0,0,0,1,0,0,0
29812,Lies My Father Told Me,1960,8,,0,0,0,1,0,0,0
29813,Lies My Father Told Me,1975,6.4,,0,0,0,1,0,0,0
29814,"Lieu du crime, Le",1986,6.8,,0,0,0,1,0,0,0
29815,"Lieutenant Wore Skirts, The",1956,5.5,,0,0,1,0,0,0,0
29816,Lieve jongens,1980,4.5,,0,0,1,1,0,0,0
29817,Liever verliefd,2003,6.2,,0,0,1,0,0,1,0
29818,Life,1996,7.4,,0,0,0,0,0,0,0
29819,Life,1999,5.8,R,0,0,1,1,0,0,0
29820,Life,2000,6.1,,0,1,0,0,0,0,1
29821,Life 101,1995,6.1,,0,0,1,1,0,0,0
29822,"Life Apart: Hasidism in America, A",1997,6,,0,0,0,0,1,0,0
29823,"Life Aquatic with Steve Zissou, The",2004,7.3,R,0,0,1,1,0,0,0
29824,"Life Before This, The",1999,6.1,R,1,0,0,1,0,0,0
29825,Life Begins,1932,6.1,,0,0,0,1,0,0,0
29826,Life Begins at Eight-Thirty,1942,7.1,,0,0,0,1,0,0,0
29827,Life Begins at Forty,1935,7.1,,0,0,1,0,0,0,0
29828,Life Begins for Andy Hardy,1941,6.3,,0,0,1,1,0,1,0
29829,Life Classes,1987,6.6,,0,0,0,0,0,0,0
29830,Life During Wartime,1997,5.1,R,0,0,1,0,0,0,0
29831,Life Is Cheap... But Toilet Paper Is Expensive,1989,5.1,,0,0,1,0,0,0,0
29832,Life Is Sweet,1990,7.5,,0,0,1,0,0,0,0
29833,Life Is Too Short to Dance with Ugly Women,1996,5.1,,0,0,0,0,0,0,1
29834,"Life Less Ordinary, A",1997,6.4,R,0,0,1,1,0,1,0
29835,Life Makes Sense If You're Famous,2002,7.3,,0,0,0,0,0,0,1
29836,Life Returns,1935,6.1,,0,0,0,1,0,0,0
29837,Life Stinks,1991,4.9,,0,0,1,0,0,0,0
29838,Life Tastes Good,1999,5.2,,0,0,0,1,0,0,0
29839,Life Without Death,2000,6.7,,0,0,0,0,1,0,0
29840,Life Without Dick,2001,4.1,PG-13,0,0,1,0,0,1,0
29841,"Life and Death of Colonel Blimp, The",1943,8.2,,0,0,0,1,0,1,0
29842,"Life and Death of Peter Sellers, The",2004,6.7,,0,0,0,1,0,0,0
29843,Life and Death on the A List,1996,6.7,,0,0,0,0,1,0,0
29844,Life and Debt,2001,7.1,,0,0,0,0,1,0,0
29845,Life and Legend of Bruce Lee,1973,7.5,,0,0,0,0,0,0,0
29846,"Life and Times of Allen Ginsberg, The",1994,5.9,,0,0,0,0,1,0,0
29847,"Life and Times of Grizzly Adams, The",1974,5.1,,0,0,0,0,0,0,0
29848,"Life and Times of Hank Greenberg, The",1998,7.6,PG,0,0,0,0,1,0,0
29849,"Life and Times of Judge Roy Bean, The",1972,6.6,,0,0,1,0,0,0,0
29850,"Life and Times of MC Beer Bong, The",2004,8.8,,0,0,1,0,0,0,0
29851,"Life and Times of Rosie the Riveter, The",1980,7.5,,0,0,0,0,1,0,0
29852,Life as a House,2001,7.5,R,0,0,1,1,0,0,0
29853,"Life at Stake, A",1954,5.7,,0,0,0,1,0,0,0
29854,Life at the Top,1965,6.6,,0,0,0,1,0,0,0
29855,Life for Ruth,1962,6.9,,0,0,0,1,0,0,0
29856,"Life for a Life, A",1998,7.8,,0,0,0,1,0,0,0
29857,Life in Bed,2003,8.3,,0,0,1,0,0,0,0
29858,"Life in the Day, A",1986,2.4,,0,0,0,0,0,0,1
29859,Life of Brian,1979,8.1,,0,0,1,0,0,0,0
29860,"Life of David Gale, The",2003,7.1,R,0,0,0,1,0,0,0
29861,"Life of Emile Zola, The",1937,7.4,,0,0,0,1,0,0,0
29862,"Life of Her Own, A",1950,5.8,,0,0,0,1,0,0,0
29863,"Life of Jimmy Dolan, The",1933,5.4,,0,0,0,1,0,1,0
29864,"Life of Larry, The",1995,9.3,,0,1,1,0,0,0,1
29865,"Life of Sin, A",1979,4.2,,0,0,0,1,0,0,0
29866,"Life of Stuff, The",1997,2.2,,0,0,0,0,0,0,0
29867,"Life of Vergie Winters, The",1934,5.7,,0,0,0,1,0,0,0
29868,Life of a Gigolo,1998,2.7,R,0,0,0,0,0,0,0
29869,Life of an American Fireman,1903,6.5,,1,0,0,0,0,0,1
29870,Life of the Jews of Palestine,1913,5.8,,0,0,0,0,1,0,0
29871,"Life of the Party, The",1930,4.2,,0,0,1,0,0,0,0
29872,"Life of the Party, The",1937,5.9,,0,0,1,0,0,0,0
29873,Life or Something Like It,2002,5.7,PG-13,0,0,1,0,0,1,0
29874,Life with Big Cats,2000,8.8,,0,0,0,0,1,0,0
29875,Life with Blondie,1945,6.7,,0,0,1,0,0,0,0
29876,Life with Father,1947,7.3,,0,0,1,0,0,0,0
29877,Life with Feathers,1945,7,,0,1,1,0,0,0,1
29878,Life with Henry,1941,7.3,,0,0,1,0,0,0,0
29879,Life with Mikey,1993,5.3,,0,0,1,0,0,0,0
29880,Life with Tom,1953,6.3,,0,1,1,0,0,0,1
29881,Life with the Lyons,1954,4.9,,0,0,1,0,0,0,0
29882,"Life, Liberty & the Pursuit of Happiness",2003,8.4,,0,0,0,0,0,0,1
29883,Life/Drawing,2001,7.6,R,0,0,1,0,0,1,0
29884,Lifeboat,1944,7.6,,0,0,0,1,0,0,0
29885,Lifebreath,1997,4.3,R,0,0,0,1,0,1,0
29886,Lifeforce,1985,5.6,,0,0,0,0,0,0,0
29887,Lifeguard,1976,5.8,,0,0,0,1,0,0,0
29888,Lifeguard,1990,5.1,,0,0,0,0,0,0,0
29889,"Lifehouse Concert, The",2000,7.2,,0,0,0,0,0,0,0
29890,Lifepod,1980,4.9,,0,0,0,0,0,0,0
29891,Lifespan,1974,5.6,,0,0,0,0,0,0,0
29892,"Lifestyle, The",1999,5,,0,0,0,0,1,0,0
29893,Lifetime Guarantee: Phranc's Adventure in Plastic,2001,4,,0,0,0,0,1,0,0
29894,Lift,1997,4.5,,0,0,0,0,0,0,0
29895,Lift,1998,6.9,,0,0,0,0,0,0,1
29896,"Lift, De",1983,6.2,,0,0,0,0,0,0,0
29897,"Lift, The",1972,5.6,,0,0,0,0,0,0,1
29898,"Lift, The",2000,7.9,,0,0,0,1,0,0,1
29899,Ligabue,1978,7.8,,0,0,0,0,0,0,0
29900,Ligaya ang itawag mo sa akin,1997,3.3,,0,0,0,1,0,0,0
29901,"Light Ahead, The",1939,6.9,,0,0,0,1,0,0,0
29902,Light Fantastic,1964,7.2,,0,0,0,1,0,1,0
29903,Light Is Calling,2004,7.4,,0,0,0,0,0,0,1
29904,Light It Up,1999,5.7,R,0,0,0,1,0,0,0
29905,Light Sleeper,1992,6.8,,0,0,0,1,0,0,0
29906,"Light That Failed, The",1939,6.5,,0,0,0,1,0,0,0
29907,"Light Touch, The",1952,6,,0,0,0,1,0,0,0
29908,Light Up the Sky!,1960,8.1,,0,0,1,1,0,0,0
29909,"Light at the Edge of the World, The",1971,4.9,,0,0,0,0,0,0,0
29910,"Light in the Dark, The",1922,6.5,,0,0,0,1,0,1,1
29911,"Light in the Forest, The",1958,7,,0,0,0,1,0,0,0
29912,Light in the Piazza,1962,6.5,,0,0,0,1,0,1,0
29913,Light of Darkness,1998,7.4,,0,0,0,1,0,0,1
29914,Light of Day,1987,4.8,,0,0,0,1,0,0,0
29915,"Light of Western Stars, The",1940,6.3,,0,0,0,0,0,0,0
29916,Lighter Than Hare,1960,7,,0,1,1,0,0,0,1
29917,"Lighthorsemen, The",1987,6.3,,0,0,0,1,0,0,0
29918,Lighthouse Hill,2004,5.3,,0,0,1,0,0,1,0
29919,Lighthouse Keeping,1946,7,,0,1,1,0,0,0,1
29920,Lighthouse Mouse,1955,6.3,,0,1,1,0,0,0,1
29921,Lightmaker,2001,7.2,,0,0,0,0,0,0,0
29922,Lightnin',1925,4.1,,0,0,1,1,0,0,0
29923,Lightnin' Crandall,1937,5.6,,0,0,0,0,0,0,0
29924,Lightning Bug,2004,8.1,,0,0,1,1,0,0,0
29925,Lightning Jack,1994,4.8,,0,0,1,0,0,0,0
29926,Lightning Over Braddock: A Rustbowl Fantasy,1988,5.8,,0,0,0,0,1,0,0
29927,Lightning Over Water,1980,6.7,,0,0,0,1,1,0,0
29928,Lightning Raiders,1945,4.8,,0,0,0,0,0,0,0
29929,Lightning Strikes Twice,1934,4.5,,0,0,1,0,0,0,0
29930,Lightning Strikes Twice,1951,6.4,,0,0,0,1,0,0,0
29931,Lightning in a Bottle,2004,6.2,PG-13,0,0,0,0,1,0,0
29932,"Lightning, the White Stallion",1986,4.4,,0,0,0,1,0,0,0
29933,Lights Fantastic,1942,6.7,,0,1,1,0,0,0,1
29934,Lights of New York,1928,5,,0,0,0,1,0,0,0
29935,Lights of Old Santa Fe,1944,6,,0,0,0,0,0,0,0
29936,"Lights, Camera, War!",2000,4.8,,0,0,1,0,0,0,1
29937,"Lightship, The",1985,5.8,,0,0,0,1,0,0,0
29938,Ligne 208,2001,4.7,,0,0,0,0,0,0,0
29939,"Ligne de chaleur, La",1987,6.2,,0,0,0,0,0,0,0
29940,Ligne de vie,1996,5.9,,0,0,0,0,0,0,0
29941,Liian iso keikka,1986,5.5,,0,0,1,0,0,0,0
29942,Lijepe zene prolaze kroz grad,1986,8.7,,0,0,0,0,0,0,0
29943,Lijmen/Het been,2000,6.3,,0,0,0,0,0,0,0
29944,Like Father,2001,6.1,,0,0,0,1,0,0,0
29945,Like Father Like Son,1987,4.5,,0,0,1,0,0,0,0
29946,Like It Is,1998,6.9,,0,0,0,1,0,0,0
29947,Like Mike,2002,4.9,PG,0,0,1,0,0,0,0
29948,Like Mike-ael Jackson,2003,1.6,,0,0,1,0,0,0,1
29949,Like Twenty Impossibles,2003,4.9,,0,0,0,1,0,0,1
29950,"Likely Lads, The",1976,6.5,,0,0,1,0,0,0,0
29951,"Likely Story, A",1947,5.6,,0,0,1,0,0,0,0
29952,"Lil' River Rats and the Adventure of the Lost Treasure, The",2003,7,PG,0,0,0,0,0,0,0
29953,Lila Lili,1999,5.7,,0,0,1,0,0,0,0
29954,Lilac Time,1928,8.5,,0,0,0,0,0,1,0
29955,Lilacs in the Spring,1955,4.9,,0,0,1,0,0,1,0
29956,Lili,1953,7.3,,0,0,0,1,0,1,0
29957,Lili Marleen,1981,7.2,,0,0,0,1,0,0,0
29958,Lili et le loup,1996,5.7,,0,1,0,0,0,0,1
29959,Lilian (la virgen pervertida),1984,7.4,,0,0,0,0,0,0,0
29960,Lilian's Story,1995,7.4,,0,0,0,0,0,0,0
29961,Lilies - Les feluettes,1996,7.4,R,0,0,0,1,0,1,0
29962,Lilies of the Field,1963,7.6,,0,0,1,1,0,0,0
29963,Liliom,1930,7.6,,0,0,0,1,0,0,0
29964,Liliom,1934,6.8,,0,0,0,0,0,0,0
29965,Liliomfi,1954,8.1,,0,0,1,0,0,0,0
29966,Lilith,1964,6.8,,0,0,0,1,0,0,0
29967,Lilith Unleashed,1988,6,,0,0,0,0,0,0,0
29968,Lilith on Top,2001,8,,0,0,0,0,1,0,0
29969,Liliya Bel'gii,1915,8.2,,0,1,0,1,0,0,1
29970,Lilja 4-ever,2002,8,R,0,0,0,1,0,0,0
29971,Lilla helgonet,1944,5.6,,0,0,1,0,0,0,0
29972,Lille Fridolf blir morfar,1957,4.7,,0,0,1,0,0,0,0
29973,Lille Fridolf och jag,1956,3.2,,0,0,1,0,0,0,0
29974,Lille Napoleon,1943,6.9,,0,0,1,0,0,0,0
29975,Lille frk Norge,2003,4.8,,0,0,0,0,0,0,0
29976,"Lille og den store, Den",2001,5.8,,0,0,0,0,1,0,0
29977,"Lille pige med svovlstikkerne, Den",1999,6.1,,0,0,0,1,0,0,1
29978,Lille spejl,1978,6.1,,0,0,1,0,0,0,0
29979,Lilli Marlene,1950,6.5,,0,0,0,1,0,0,0
29980,Lillian,1993,8.6,,0,0,0,0,0,0,0
29981,Lillian Russell,1940,5.6,,0,0,0,1,0,0,0
29982,Lilly Turner,1933,6,,0,0,0,1,0,0,0
29983,Lilly's Story,2002,5,,0,0,0,1,0,0,0
29984,Lilo & Stitch,2002,7.3,PG,0,1,1,1,0,0,0
29985,Lilovyy shar,1987,6.3,,0,0,0,0,0,0,0
29986,Lily C.A.T.,1987,5.4,,0,1,0,0,0,0,0
29987,Lily Tomlin,1986,6.1,,0,0,0,0,1,0,0
29988,Lily and Jim,1997,7.5,,0,1,1,0,0,1,1
29989,Lily's Crickets,2002,8,,0,0,0,1,0,0,1
29990,"Lily, aime-moi",1975,5.2,,0,0,1,0,0,1,0
29991,"Limb Salesman, The",2004,4.8,,0,0,0,1,0,0,0
29992,Limbo,1972,4.8,,0,0,0,1,0,0,0
29993,Limbo,1999,7.1,R,0,0,0,1,0,0,0
29994,Limbo,2003,7.4,,0,0,1,0,0,0,1
29995,Lime,2001,4.9,,0,0,0,1,0,0,0
29996,Limehouse Blues,1934,6.6,,0,0,0,0,0,0,0
29997,Limelight,1936,8.5,,0,0,0,0,0,0,0
29998,Limelight,1952,7.6,,0,0,1,1,0,0,0
29999,"Limey, The",1999,7.2,R,0,0,0,1,0,0,0
30000,Limit Up,1989,4.2,,0,0,1,0,0,0,0
30001,Limita,1994,4.6,,0,0,0,1,0,0,0
30002,Limite,1931,8.8,,0,0,0,1,0,0,0
30003,"Limited, The",2000,6.2,,0,0,0,1,0,0,1
30004,Limousine Love,1928,8,,0,0,1,0,0,0,1
30005,Limp,1999,6.5,,0,0,1,0,0,1,0
30006,Limpan,1983,6.4,,0,0,1,0,0,0,0
30007,"Limping Man, The",1953,6.2,,0,0,0,1,0,0,0
30008,Limuzyna Daimler-Benz,1982,5.9,,0,0,0,1,0,0,0
30009,Lin shi rong,1979,7.6,PG-13,1,0,0,0,0,0,0
30010,Lin zexu,1959,6.8,,0,0,0,1,0,0,0
30011,Lina Braake,1975,6.7,,0,0,1,0,0,0,0
30012,"Lincoln Conspiracy, The",1977,4.9,,0,0,0,1,0,0,0
30013,Lincoln and 31st,2001,7.8,,1,0,0,1,0,0,1
30014,Lincoln in the White House,1939,5.2,,0,0,0,1,0,0,1
30015,Linda,1929,6.8,,0,0,0,1,0,0,0
30016,Linda,1981,5,,0,0,0,0,0,0,0
30017,Linda Lovelace for President,1975,4.1,,0,0,1,0,0,0,0
30018,Linda Sara,1994,4.5,,0,0,1,0,0,1,0
30019,Linda and Abilene,1969,1,,0,0,0,0,0,0,0
30020,Linda/Les and Annie,1992,6.2,,0,0,0,0,1,0,1
30021,Lindbergh,1990,2.1,,0,0,0,0,1,0,0
30022,"Lindenwirtin vom Donaustrand, Die",1957,2.8,,0,0,0,0,0,1,0
30023,Line,1961,5.5,,0,0,0,1,0,0,0
30024,"Line King: The Al Hirschfeld Story, The",1996,7.2,,0,0,0,0,1,0,0
30025,"Line of Masculinity, The",2003,8.2,,0,0,1,0,0,0,1
30026,"Line, The",1980,3.3,,0,0,0,1,0,0,0
30027,"Line, the Cross & the Curve, The",1993,7.6,,0,0,0,0,0,0,0
30028,Lines: Horizontal,1962,7.8,,0,0,0,0,0,0,1
30029,Lines: Vertical,1960,8.1,,0,1,0,0,0,0,1
30030,"Lineup, The",1958,7.3,,0,0,0,1,0,0,0
30031,"Lingua del santo, La",2000,6.5,,0,0,1,0,0,0,0
30032,"Linguini Incident, The",1991,5.7,,0,0,1,0,0,0,0
30033,Linie 1,1988,7.4,,0,0,0,0,0,0,0
30034,Link,1986,5,,0,0,0,0,0,0,0
30035,Linus eller Tegelhusets hemlighet,1979,4,,0,0,0,0,0,0,0
30036,Lion Around,1950,6.7,,0,1,1,0,0,0,1
30037,"Lion Has Wings, The",1939,7.2,,0,0,0,1,0,0,0
30038,"Lion Hunters, The",1951,5,,0,0,0,0,0,0,0
30039,"Lion Is in the Streets, A",1953,6.3,,0,0,0,1,0,0,0
30040,"Lion King, The",1994,7.8,,0,1,1,0,0,0,0
30041,"Lion Roars Again, The",1975,4.8,,0,0,0,0,1,0,1
30042,Lion Strike,1994,3.5,,1,0,0,0,0,0,0
30043,"Lion and the Horse, The",1952,4.9,,0,0,0,0,0,0,0
30044,"Lion at World's End, The",1971,6.3,,0,0,0,0,1,0,0
30045,"Lion et l'agneau, Le",1995,6.8,,0,0,0,0,0,0,1
30046,"Lion in Winter, The",1968,8.1,,0,0,0,1,0,0,0
30047,Lion of Oz,2000,4.3,,0,1,0,0,0,0,0
30048,"Lion volatile, Le",2003,8.4,,0,0,0,0,0,1,1
30049,"Lion's Busy, The",1950,7,,0,1,1,0,0,0,1
30050,"Lion, The",1962,5.5,,0,0,0,1,0,0,0
30051,"Lionceaux, Les",2003,3.3,,0,0,0,1,0,0,0
30052,Lionheart,1987,5.2,,0,0,0,1,0,0,0
30053,Lionheart,1990,5.1,,1,0,0,0,0,0,0
30054,Lionheart: The Jesse Martin Story,1999,8.2,,0,0,0,0,1,0,0
30055,Lionpower From MGM,1967,6.1,,0,0,0,0,0,0,1
30056,Lions for Breakfast,1975,3.8,,0,0,1,0,0,0,0
30057,"Lions of Capitalism, The",1977,6,,0,0,0,0,1,0,0
30058,Lip Service,2001,4.2,R,0,0,1,1,0,0,0
30059,Lipgloss Explosion!,2001,3.9,,0,0,1,0,0,0,0
30060,Lips,1981,5.7,,0,0,0,0,0,0,0
30061,Lips to Lips,2000,7.3,,0,0,1,1,0,0,0
30062,Lipservice,1998,9.1,,0,0,1,0,0,0,1
30063,Lipstick,1976,4.3,,0,0,0,1,0,0,0
30064,Lipstick,1999,5.1,,0,0,0,0,0,0,1
30065,"Lipstick & Dynamite, Piss & Vinegar: The First Ladies of Wrestling",2004,7.6,,0,0,0,0,1,0,0
30066,Lipstick Camera,1994,3.5,,1,0,0,0,0,0,0
30067,Liquid A$$ets,1982,6.5,,0,0,1,0,0,0,0
30068,Liquid Bridge,2003,3.5,R,1,0,0,1,0,0,0
30069,Liquid Lips,1976,5.7,,1,0,0,0,0,0,0
30070,Liquid Sky,1982,5.5,,0,0,0,0,0,0,0
30071,"Liquidator, The",1965,5.4,,1,0,1,1,0,0,0
30072,Lisa,1962,5.5,,0,0,0,1,0,0,0
30073,Lisa,1989,5.3,,0,0,0,1,0,0,0
30074,Lisa,1996,3.7,,0,0,0,1,0,1,0
30075,Lisa,2001,5.4,,0,0,0,1,0,1,0
30076,"Lisa Theory, The",1994,3.6,,0,0,0,1,0,1,0
30077,"Lisa kai oloi oi alloi, H",2003,5.6,,0,0,1,0,0,1,0
30078,"Lisa, Lisa",1977,4.1,,0,0,0,0,0,0,0
30079,Lisbela E O Prisioneiro,2003,7.8,,0,0,1,0,0,1,0
30080,Lisboa,1999,6.9,,0,0,0,0,0,0,0
30081,Lisboa,2004,5.6,,0,0,0,1,0,0,0
30082,Lisbon,1956,5.2,,0,0,0,1,0,0,0
30083,Lisbon Story,1994,6.8,,0,0,0,1,0,0,0
30084,Liselotte von der Pfalz,1966,7.9,,0,0,0,0,0,0,0
30085,Lisice,1970,7.4,,0,0,0,1,0,0,0
30086,"List of Adrian Messenger, The",1963,7,,0,0,0,1,0,0,0
30087,"List, The",1998,7.2,,0,0,0,1,0,0,1
30088,"List, The",2000,5,R,0,0,0,0,0,0,0
30089,Lista de espera,2000,7.3,,0,0,1,0,0,0,0
30090,Liste noire,1984,5.6,,1,0,0,0,0,0,0
30091,Liste noire,1995,6.3,,0,0,0,1,0,0,0
30092,Listen,1996,5,R,0,0,0,0,0,0,0
30093,Listen Up: The Lives of Quincy Jones,1990,4.6,,0,0,0,0,1,0,0
30094,Listen to Britain,1942,8.3,,0,0,0,0,1,0,1
30095,Listen to Me,1989,4.7,,0,0,0,1,0,0,0
30096,Listen to the City,1984,2.9,,0,0,0,0,0,0,0
30097,"Listen, Darling",1938,5.9,,0,0,1,1,0,1,0
